osmid,y,x,highway,street_count,geometry
32382072,-34.5915793,-58.3820534,traffic_signals,4,POINT (-58.3820534 -34.5915793)
32382075,-34.6061313,-58.3817206,traffic_signals,4,POINT (-58.3817206 -34.6061313)
32382078,-34.6221516,-58.3810258,traffic_signals,5,POINT (-58.3810258 -34.6221516)
32382578,-34.6221506,-58.3807642,traffic_signals,4,POINT (-58.3807642 -34.6221506)
32382580,-34.6002417,-58.3815899,traffic_signals,4,POINT (-58.3815899 -34.6002417)
32385175,-34.5953921,-58.3819695,traffic_signals,4,POINT (-58.3819695 -34.5953921)
32385176,-34.5954298,-58.3824537,traffic_signals,4,POINT (-58.3824537 -34.5954298)
32385196,-34.5900356,-58.4089145,traffic_signals,3,POINT (-58.4089145 -34.5900356)
32385206,-34.5952208,-58.3799595,traffic_signals,4,POINT (-58.3799595 -34.5952208)
32385207,-34.5950907,-58.378511,traffic_signals,4,POINT (-58.378511 -34.5950907)
60636576,-34.6047431,-58.4036326,traffic_signals,4,POINT (-58.4036326 -34.6047431)
60636725,-34.604023,-58.4103403,traffic_signals,4,POINT (-58.4103403 -34.604023)
81548191,-34.5730877,-58.4224285,,4,POINT (-58.4224285 -34.5730877)
81548192,-34.57363,-58.4212427,,4,POINT (-58.4212427 -34.57363)
81548193,-34.5741978,-58.420022,,4,POINT (-58.420022 -34.5741978)
81548195,-34.5746785,-58.4188199,,3,POINT (-58.4188199 -34.5746785)
81548334,-34.5737258,-58.4235462,,1,POINT (-58.4235462 -34.5737258)
81548336,-34.5739613,-58.4229205,,4,POINT (-58.4229205 -34.5739613)
81548338,-34.5749814,-58.4205712,,4,POINT (-58.4205712 -34.5749814)
81548339,-34.5754967,-58.4193724,,3,POINT (-58.4193724 -34.5754967)
81548868,-34.5754878,-58.4223415,traffic_signals,4,POINT (-58.4223415 -34.5754878)
81548870,-34.5762897,-58.4199977,,3,POINT (-58.4199977 -34.5762897)
81551254,-34.5891354,-58.3998133,traffic_signals,4,POINT (-58.3998133 -34.5891354)
81551255,-34.5901902,-58.4003646,traffic_signals,4,POINT (-58.4003646 -34.5901902)
81551258,-34.5933245,-58.4018599,traffic_signals,4,POINT (-58.4018599 -34.5933245)
81551259,-34.5944459,-58.4023638,traffic_signals,4,POINT (-58.4023638 -34.5944459)
81551260,-34.5957898,-58.4028789,traffic_signals,4,POINT (-58.4028789 -34.5957898)
81551262,-34.5965511,-58.4031283,traffic_signals,4,POINT (-58.4031283 -34.5965511)
81551268,-34.5998832,-58.4041874,traffic_signals,4,POINT (-58.4041874 -34.5998832)
81551270,-34.6018241,-58.4048142,traffic_signals,4,POINT (-58.4048142 -34.6018241)
81551273,-34.604562,-58.4054846,traffic_signals,4,POINT (-58.4054846 -34.604562)
81551274,-34.6055758,-58.4057283,traffic_signals,4,POINT (-58.4057283 -34.6055758)
81551277,-34.6088638,-58.4060374,traffic_signals,4,POINT (-58.4060374 -34.6088638)
81551279,-34.6112563,-58.4058559,traffic_signals,4,POINT (-58.4058559 -34.6112563)
81551280,-34.6124158,-58.4055874,traffic_signals,4,POINT (-58.4055874 -34.6124158)
81551281,-34.6134134,-58.4052805,traffic_signals,4,POINT (-58.4052805 -34.6134134)
81551282,-34.6146212,-58.404916,traffic_signals,4,POINT (-58.404916 -34.6146212)
81551284,-34.6170293,-58.4041088,traffic_signals,4,POINT (-58.4041088 -34.6170293)
81551286,-34.6188438,-58.4035056,traffic_signals,4,POINT (-58.4035056 -34.6188438)
81551287,-34.6198199,-58.403201,traffic_signals,4,POINT (-58.403201 -34.6198199)
81551289,-34.6211374,-58.4027939,traffic_signals,4,POINT (-58.4027939 -34.6211374)
81551290,-34.6224327,-58.402487,traffic_signals,4,POINT (-58.402487 -34.6224327)
81551416,-34.6237646,-58.4021818,traffic_signals,4,POINT (-58.4021818 -34.6237646)
81551676,-34.6239248,-58.4034929,,3,POINT (-58.4034929 -34.6239248)
81551679,-34.627613,-58.4026514,traffic_signals,4,POINT (-58.4026514 -34.627613)
81552576,-34.6259078,-58.4069174,,3,POINT (-58.4069174 -34.6259078)
81552577,-34.6257635,-58.4056018,,4,POINT (-58.4056018 -34.6257635)
81552578,-34.6254496,-58.4031499,traffic_signals,4,POINT (-58.4031499 -34.6254496)
81552579,-34.6251838,-58.4018523,traffic_signals,4,POINT (-58.4018523 -34.6251838)
81552580,-34.6248434,-58.400262,traffic_signals,4,POINT (-58.400262 -34.6248434)
81552581,-34.6246111,-58.3991048,,4,POINT (-58.3991048 -34.6246111)
81552582,-34.6244614,-58.3974974,,4,POINT (-58.3974974 -34.6244614)
81552583,-34.6242957,-58.3959634,,4,POINT (-58.3959634 -34.6242957)
81555213,-34.6350751,-58.4105356,traffic_signals,3,POINT (-58.4105356 -34.6350751)
81555215,-34.6347097,-58.4093389,traffic_signals,5,POINT (-58.4093389 -34.6347097)
81555216,-34.6343222,-58.4078775,,4,POINT (-58.4078775 -34.6343222)
81555217,-34.6337422,-58.4060103,traffic_signals,4,POINT (-58.4060103 -34.6337422)
81555218,-34.6332154,-58.4045223,,4,POINT (-58.4045223 -34.6332154)
81555219,-34.632645,-58.403096,,4,POINT (-58.403096 -34.632645)
81555221,-34.6321876,-58.4019517,,4,POINT (-58.4019517 -34.6321876)
81555222,-34.6306816,-58.3977416,traffic_signals,4,POINT (-58.3977416 -34.6306816)
81556497,-34.6291866,-58.4054492,traffic_signals,5,POINT (-58.4054492 -34.6291866)
81556499,-34.6303769,-58.404962,,3,POINT (-58.404962 -34.6303769)
81556500,-34.6316373,-58.4047703,traffic_signals,4,POINT (-58.4047703 -34.6316373)
81556502,-34.6343869,-58.4043007,,4,POINT (-58.4043007 -34.6343869)
81556503,-34.6355239,-58.4040633,traffic_signals,4,POINT (-58.4040633 -34.6355239)
81556505,-34.6367775,-58.4037874,traffic_signals,4,POINT (-58.4037874 -34.6367775)
81556506,-34.6379747,-58.4035389,,4,POINT (-58.4035389 -34.6379747)
81556507,-34.6392048,-58.4032624,traffic_signals,4,POINT (-58.4032624 -34.6392048)
81556508,-34.6404051,-58.4030003,,4,POINT (-58.4030003 -34.6404051)
81556510,-34.6415826,-58.4027281,traffic_signals,3,POINT (-58.4027281 -34.6415826)
81556511,-34.6418792,-58.4026538,,3,POINT (-58.4026538 -34.6418792)
81556513,-34.6424361,-58.4025226,,3,POINT (-58.4025226 -34.6424361)
81556514,-34.6431007,-58.4023657,,3,POINT (-58.4023657 -34.6431007)
81556518,-34.6458012,-58.4017639,traffic_signals,5,POINT (-58.4017639 -34.6458012)
81556834,-34.644548,-58.4139584,traffic_signals,3,POINT (-58.4139584 -34.644548)
81556836,-34.6447609,-58.4130407,,4,POINT (-58.4130407 -34.6447609)
81556839,-34.6451009,-58.4111547,,3,POINT (-58.4111547 -34.6451009)
81557193,-34.6461833,-58.4094891,,4,POINT (-58.4094891 -34.6461833)
81557194,-34.6459583,-58.4081162,,4,POINT (-58.4081162 -34.6459583)
81557195,-34.6457261,-58.4067526,traffic_signals,4,POINT (-58.4067526 -34.6457261)
81557197,-34.6452708,-58.4040382,,3,POINT (-58.4040382 -34.6452708)
81557791,-34.6453875,-58.4143644,,3,POINT (-58.4143644 -34.6453875)
81574349,-34.593334,-58.4458204,traffic_signals,4,POINT (-58.4458204 -34.593334)
81574350,-34.5940538,-58.4450458,traffic_signals,4,POINT (-58.4450458 -34.5940538)
81574352,-34.5954785,-58.443505,traffic_signals,4,POINT (-58.443505 -34.5954785)
81574353,-34.5963419,-58.4425776,traffic_signals,4,POINT (-58.4425776 -34.5963419)
81574358,-34.5998589,-58.438747,traffic_signals,5,POINT (-58.438747 -34.5998589)
81574359,-34.6005605,-58.4381058,traffic_signals,4,POINT (-58.4381058 -34.6005605)
81574361,-34.6014014,-58.4372762,traffic_signals,4,POINT (-58.4372762 -34.6014014)
81574363,-34.6022176,-58.4364697,traffic_signals,4,POINT (-58.4364697 -34.6022176)
81574364,-34.6030423,-58.4356744,,4,POINT (-58.4356744 -34.6030423)
81574365,-34.6035694,-58.4351654,traffic_signals,4,POINT (-58.4351654 -34.6035694)
81574368,-34.6044325,-58.4347445,traffic_signals,4,POINT (-58.4347445 -34.6044325)
81600850,-34.5995118,-58.370682,,4,POINT (-58.370682 -34.5995118)
81600853,-34.5996624,-58.3726857,,4,POINT (-58.3726857 -34.5996624)
81600856,-34.5999426,-58.3768067,traffic_signals,4,POINT (-58.3768067 -34.5999426)
81600857,-34.6000694,-58.3782112,traffic_signals,4,POINT (-58.3782112 -34.6000694)
81600858,-34.6001212,-58.3796762,traffic_signals,4,POINT (-58.3796762 -34.6001212)
81600863,-34.6004938,-58.3853433,traffic_signals,4,POINT (-58.3853433 -34.6004938)
81600864,-34.6005886,-58.3867589,traffic_signals,4,POINT (-58.3867589 -34.6005886)
81600868,-34.6006431,-58.3881034,traffic_signals,4,POINT (-58.3881034 -34.6006431)
81600871,-34.6007433,-58.3914394,traffic_signals,4,POINT (-58.3914394 -34.6007433)
81600874,-34.6008055,-58.3927613,traffic_signals,4,POINT (-58.3927613 -34.6008055)
81601542,-34.5963409,-58.423155,traffic_signals,4,POINT (-58.423155 -34.5963409)
81601544,-34.5964206,-58.4215183,traffic_signals,4,POINT (-58.4215183 -34.5964206)
81601548,-34.5965626,-58.4187305,traffic_signals,4,POINT (-58.4187305 -34.5965626)
81601549,-34.5966464,-58.4169987,traffic_signals,4,POINT (-58.4169987 -34.5966464)
81601552,-34.5967964,-58.4142259,traffic_signals,4,POINT (-58.4142259 -34.5967964)
81601553,-34.5968308,-58.412995,traffic_signals,4,POINT (-58.412995 -34.5968308)
81601556,-34.5969546,-58.4102508,traffic_signals,5,POINT (-58.4102508 -34.5969546)
81601843,-34.5952826,-58.4230198,traffic_signals,4,POINT (-58.4230198 -34.5952826)
81601852,-34.5956161,-58.4138302,traffic_signals,4,POINT (-58.4138302 -34.5956161)
81601854,-34.5956052,-58.4127069,traffic_signals,4,POINT (-58.4127069 -34.5956052)
81603096,-34.5981492,-58.4202189,traffic_signals,3,POINT (-58.4202189 -34.5981492)
81603100,-34.5995911,-58.4149407,,4,POINT (-58.4149407 -34.5995911)
81603101,-34.599941,-58.4137298,,4,POINT (-58.4137298 -34.599941)
81603102,-34.6002418,-58.412293,traffic_signals,4,POINT (-58.412293 -34.6002418)
81603109,-34.6020854,-58.4023153,traffic_signals,4,POINT (-58.4023153 -34.6020854)
81603112,-34.6021762,-58.3970281,traffic_signals,4,POINT (-58.3970281 -34.6021762)
81603345,-34.6073365,-58.3992593,traffic_signals,4,POINT (-58.3992593 -34.6073365)
81603346,-34.6084717,-58.3992355,traffic_signals,4,POINT (-58.3992355 -34.6084717)
81603347,-34.6097017,-58.3991222,traffic_signals,4,POINT (-58.3991222 -34.6097017)
81603349,-34.6119847,-58.3989671,,4,POINT (-58.3989671 -34.6119847)
81603351,-34.6131163,-58.398877,traffic_signals,4,POINT (-58.398877 -34.6131163)
81603352,-34.6143041,-58.3987827,,3,POINT (-58.3987827 -34.6143041)
81604125,-34.6148371,-58.3978744,,3,POINT (-58.3978744 -34.6148371)
81604126,-34.6151597,-58.399233,traffic_signals,4,POINT (-58.399233 -34.6151597)
81604127,-34.6155129,-58.4012743,traffic_signals,4,POINT (-58.4012743 -34.6155129)
81604130,-34.6160885,-58.405824,traffic_signals,4,POINT (-58.405824 -34.6160885)
81604132,-34.616367,-58.4069276,,4,POINT (-58.4069276 -34.616367)
81604133,-34.6166148,-58.4094579,traffic_signals,4,POINT (-58.4094579 -34.6166148)
81604134,-34.6166171,-58.4110067,traffic_signals,4,POINT (-58.4110067 -34.6166171)
81604135,-34.6166344,-58.4127355,,4,POINT (-58.4127355 -34.6166344)
81604136,-34.6166122,-58.4142362,,3,POINT (-58.4142362 -34.6166122)
81604162,-34.6182353,-58.4140785,,4,POINT (-58.4140785 -34.6182353)
81604565,-34.6171442,-58.4141946,,3,POINT (-58.4141946 -34.6171442)
81604567,-34.6142892,-58.4145134,traffic_signals,4,POINT (-58.4145134 -34.6142892)
81604568,-34.6130534,-58.4147522,traffic_signals,4,POINT (-58.4147522 -34.6130534)
81604573,-34.6094595,-58.4159541,traffic_signals,4,POINT (-58.4159541 -34.6094595)
81604574,-34.6085475,-58.4160549,traffic_signals,4,POINT (-58.4160549 -34.6085475)
81604575,-34.6069615,-58.4162334,traffic_signals,4,POINT (-58.4162334 -34.6069615)
81604577,-34.6056668,-58.4160296,traffic_signals,4,POINT (-58.4160296 -34.6056668)
81614072,-34.6048535,-58.4158536,,4,POINT (-58.4158536 -34.6048535)
81614073,-34.603806,-58.4156616,traffic_signals,4,POINT (-58.4156616 -34.603806)
81614075,-34.601768,-58.4153097,,4,POINT (-58.4153097 -34.601768)
81614076,-34.6007706,-58.415148,traffic_signals,4,POINT (-58.415148 -34.6007706)
81614077,-34.5994347,-58.4149116,,3,POINT (-58.4149116 -34.5994347)
81614080,-34.5979075,-58.4146168,traffic_signals,4,POINT (-58.4146168 -34.5979075)
81614082,-34.5936835,-58.4127416,traffic_signals,4,POINT (-58.4127416 -34.5936835)
81614083,-34.5928737,-58.4121102,,4,POINT (-58.4121102 -34.5928737)
81614084,-34.592194,-58.4116255,traffic_signals,4,POINT (-58.4116255 -34.592194)
81614897,-34.5935738,-58.4072503,traffic_signals,4,POINT (-58.4072503 -34.5935738)
81614899,-34.5947366,-58.4051087,,3,POINT (-58.4051087 -34.5947366)
81614903,-34.5970718,-58.3988828,traffic_signals,4,POINT (-58.3988828 -34.5970718)
81614904,-34.5972292,-58.3975411,traffic_signals,4,POINT (-58.3975411 -34.5972292)
81616450,-34.599772,-58.3987483,traffic_signals,4,POINT (-58.3987483 -34.599772)
81616460,-34.5944508,-58.3981133,traffic_signals,3,POINT (-58.3981133 -34.5944508)
81616462,-34.592896,-58.3974643,traffic_signals,4,POINT (-58.3974643 -34.592896)
81616463,-34.5921072,-58.3971249,traffic_signals,4,POINT (-58.3971249 -34.5921072)
81616466,-34.5901747,-58.3957898,traffic_signals,4,POINT (-58.3957898 -34.5901747)
81616467,-34.5893133,-58.3948965,traffic_signals,4,POINT (-58.3948965 -34.5893133)
81623309,-34.5833843,-58.4574979,,4,POINT (-58.4574979 -34.5833843)
81623311,-34.5838619,-58.4561754,,4,POINT (-58.4561754 -34.5838619)
81623653,-34.5867768,-58.4549797,,3,POINT (-58.4549797 -34.5867768)
81830102,-34.5798233,-58.4575938,,4,POINT (-58.4575938 -34.5798233)
81830103,-34.5801147,-58.4565759,,4,POINT (-58.4565759 -34.5801147)
81830104,-34.5803791,-58.4555742,,4,POINT (-58.4555742 -34.5803791)
81830105,-34.5808277,-58.454276,,4,POINT (-58.454276 -34.5808277)
81830106,-34.5812857,-58.4529506,,4,POINT (-58.4529506 -34.5812857)
81830108,-34.5816961,-58.4517241,traffic_signals,4,POINT (-58.4517241 -34.5816961)
81830110,-34.5824032,-58.4497869,,4,POINT (-58.4497869 -34.5824032)
81830114,-34.5832871,-58.4476283,traffic_signals,4,POINT (-58.4476283 -34.5832871)
81830115,-34.5837888,-58.4464357,traffic_signals,4,POINT (-58.4464357 -34.5837888)
81830120,-34.5853988,-58.4434834,traffic_signals,4,POINT (-58.4434834 -34.5853988)
81830126,-34.5881033,-58.439397,traffic_signals,4,POINT (-58.439397 -34.5881033)
81830130,-34.5896056,-58.4371142,traffic_signals,4,POINT (-58.4371142 -34.5896056)
81830131,-34.5902143,-58.4361525,traffic_signals,4,POINT (-58.4361525 -34.5902143)
81830133,-34.5908092,-58.4352822,traffic_signals,4,POINT (-58.4352822 -34.5908092)
81830134,-34.5914389,-58.4343336,traffic_signals,4,POINT (-58.4343336 -34.5914389)
81830135,-34.5920594,-58.4334553,traffic_signals,4,POINT (-58.4334553 -34.5920594)
81830136,-34.592768,-58.4323729,traffic_signals,4,POINT (-58.4323729 -34.592768)
81830137,-34.5935308,-58.4312446,traffic_signals,4,POINT (-58.4312446 -34.5935308)
81830138,-34.5942936,-58.4300771,traffic_signals,4,POINT (-58.4300771 -34.5942936)
81830139,-34.5948457,-58.4291798,traffic_signals,4,POINT (-58.4291798 -34.5948457)
81830140,-34.5955112,-58.4281105,traffic_signals,4,POINT (-58.4281105 -34.5955112)
81830147,-34.5970939,-58.424851,traffic_signals,4,POINT (-58.424851 -34.5970939)
81830149,-34.5977212,-58.4217533,traffic_signals,4,POINT (-58.4217533 -34.5977212)
81830150,-34.5977569,-58.4201616,traffic_signals,4,POINT (-58.4201616 -34.5977569)
81832372,-34.5977728,-58.4189487,traffic_signals,4,POINT (-58.4189487 -34.5977728)
81832373,-34.5978345,-58.417271,,4,POINT (-58.417271 -34.5978345)
81832374,-34.5978556,-58.4159885,traffic_signals,4,POINT (-58.4159885 -34.5978556)
81832377,-34.5979568,-58.4132586,,4,POINT (-58.4132586 -34.5979568)
81832378,-34.5980173,-58.4119275,traffic_signals,4,POINT (-58.4119275 -34.5980173)
81832379,-34.5981066,-58.4103061,,4,POINT (-58.4103061 -34.5981066)
81832380,-34.5980978,-58.4094111,,3,POINT (-58.4094111 -34.5980978)
81832381,-34.5980826,-58.4081756,traffic_signals,4,POINT (-58.4081756 -34.5980826)
81832382,-34.59806,-58.4066509,,4,POINT (-58.4066509 -34.59806)
81834156,-34.5909863,-58.4024487,traffic_signals,5,POINT (-58.4024487 -34.5909863)
81834158,-34.5920777,-58.4027785,traffic_signals,4,POINT (-58.4027785 -34.5920777)
81834159,-34.5929029,-58.4030567,traffic_signals,4,POINT (-58.4030567 -34.5929029)
81834162,-34.5952301,-58.4041864,traffic_signals,4,POINT (-58.4041864 -34.5952301)
81834163,-34.5960607,-58.4045887,traffic_signals,4,POINT (-58.4045887 -34.5960607)
81834165,-34.598056,-58.4055917,,4,POINT (-58.4055917 -34.598056)
81834168,-34.5996459,-58.4063226,traffic_signals,4,POINT (-58.4063226 -34.5996459)
81834169,-34.6007069,-58.4066561,traffic_signals,4,POINT (-58.4066561 -34.6007069)
81834174,-34.6042625,-58.4078072,traffic_signals,4,POINT (-58.4078072 -34.6042625)
81834483,-34.607884,-58.4091184,,3,POINT (-58.4091184 -34.607884)
81837958,-34.5861149,-58.4531021,traffic_signals,4,POINT (-58.4531021 -34.5861149)
81837959,-34.5871223,-58.4522018,traffic_signals,4,POINT (-58.4522018 -34.5871223)
81837963,-34.5891039,-58.4503121,,3,POINT (-58.4503121 -34.5891039)
81837965,-34.5901979,-58.4491605,traffic_signals,3,POINT (-58.4491605 -34.5901979)
81837966,-34.5916879,-58.4475853,traffic_signals,4,POINT (-58.4475853 -34.5916879)
81838468,-34.5785691,-58.4572408,traffic_signals,4,POINT (-58.4572408 -34.5785691)
81838469,-34.5807676,-58.4579556,traffic_signals,6,POINT (-58.4579556 -34.5807676)
81839586,-34.5831594,-58.4557723,traffic_signals,4,POINT (-58.4557723 -34.5831594)
81839587,-34.5842198,-58.4548044,traffic_signals,3,POINT (-58.4548044 -34.5842198)
81839588,-34.5851721,-58.4539521,traffic_signals,4,POINT (-58.4539521 -34.5851721)
81840836,-34.5833288,-58.4527579,traffic_signals,4,POINT (-58.4527579 -34.5833288)
81840838,-34.5805018,-58.4509414,traffic_signals,4,POINT (-58.4509414 -34.5805018)
81840839,-34.579861,-58.4505617,traffic_signals,4,POINT (-58.4505617 -34.579861)
81840840,-34.5789225,-58.4499799,traffic_signals,4,POINT (-58.4499799 -34.5789225)
81840843,-34.576026,-58.448349,traffic_signals,4,POINT (-58.448349 -34.576026)
81840847,-34.5724289,-58.4463361,traffic_signals,5,POINT (-58.4463361 -34.5724289)
81845655,-34.5843404,-58.4580941,,4,POINT (-58.4580941 -34.5843404)
81845657,-34.5821361,-58.4567064,traffic_signals,6,POINT (-58.4567064 -34.5821361)
81845658,-34.5792319,-58.454846,traffic_signals,4,POINT (-58.454846 -34.5792319)
81846044,-34.581018,-58.4570332,,3,POINT (-58.4570332 -34.581018)
81846046,-34.5816701,-58.4548266,,4,POINT (-58.4548266 -34.5816701)
81846047,-34.5820792,-58.4534743,,4,POINT (-58.4534743 -34.5820792)
81846049,-34.5824631,-58.4522178,traffic_signals,4,POINT (-58.4522178 -34.5824631)
81846051,-34.5829242,-58.4512092,traffic_signals,4,POINT (-58.4512092 -34.5829242)
81846052,-34.5833428,-58.4502682,,4,POINT (-58.4502682 -34.5833428)
81846053,-34.5838216,-58.4492111,traffic_signals,4,POINT (-58.4492111 -34.5838216)
81846054,-34.5843156,-58.44808,,4,POINT (-58.44808 -34.5843156)
81846317,-34.5829412,-58.454021,,4,POINT (-58.454021 -34.5829412)
81849877,-34.5808626,-58.4499833,traffic_signals,4,POINT (-58.4499833 -34.5808626)
81849879,-34.5838277,-58.4517519,,4,POINT (-58.4517519 -34.5838277)
81849881,-34.5858879,-58.4529665,traffic_signals,4,POINT (-58.4529665 -34.5858879)
81849882,-34.5874236,-58.4538887,traffic_signals,3,POINT (-58.4538887 -34.5874236)
81859974,-34.5825315,-58.4553612,,4,POINT (-58.4553612 -34.5825315)
81859975,-34.5843283,-58.450759,,4,POINT (-58.450759 -34.5843283)
81859976,-34.5848804,-58.4495546,traffic_signals,4,POINT (-58.4495546 -34.5848804)
81859978,-34.5853281,-58.4485117,,4,POINT (-58.4485117 -34.5853281)
81859979,-34.5857713,-58.4474673,,4,POINT (-58.4474673 -34.5857713)
81859985,-34.5904694,-58.440663,,4,POINT (-58.440663 -34.5904694)
81859987,-34.5921405,-58.4391047,,4,POINT (-58.4391047 -34.5921405)
81859989,-34.5926892,-58.4385815,traffic_signals,4,POINT (-58.4385815 -34.5926892)
81859994,-34.5978049,-58.4337855,,4,POINT (-58.4337855 -34.5978049)
81859995,-34.6007736,-58.4310392,traffic_signals,4,POINT (-58.4310392 -34.6007736)
81860665,-34.6017266,-58.4318614,,3,POINT (-58.4318614 -34.6017266)
81860667,-34.6001781,-58.4332981,,4,POINT (-58.4332981 -34.6001781)
81860669,-34.5923232,-58.4406422,traffic_signals,4,POINT (-58.4406422 -34.5923232)
81860670,-34.5912491,-58.4416338,,4,POINT (-58.4416338 -34.5912491)
81860673,-34.5876423,-58.4456998,,4,POINT (-58.4456998 -34.5876423)
81860674,-34.5859139,-58.4498651,,4,POINT (-58.4498651 -34.5859139)
81860675,-34.5838573,-58.4545767,,3,POINT (-58.4545767 -34.5838573)
81861213,-34.5796639,-58.4535151,,3,POINT (-58.4535151 -34.5796639)
81886879,-34.6356257,-58.4562902,,4,POINT (-58.4562902 -34.6356257)
81886882,-34.6387223,-58.4536831,traffic_signals,4,POINT (-58.4536831 -34.6387223)
81886884,-34.6422082,-58.4490448,,4,POINT (-58.4490448 -34.6422082)
81886885,-34.6444646,-58.4460981,traffic_signals,5,POINT (-58.4460981 -34.6444646)
81888295,-34.592631,-58.4486367,traffic_signals,3,POINT (-58.4486367 -34.592631)
81888297,-34.5978493,-58.4554656,traffic_signals,4,POINT (-58.4554656 -34.5978493)
81888677,-34.5970463,-58.4578284,traffic_signals,3,POINT (-58.4578284 -34.5970463)
81888948,-34.5975911,-58.4562499,,3,POINT (-58.4562499 -34.5975911)
81892760,-34.5783598,-58.458502,traffic_signals,4,POINT (-58.458502 -34.5783598)
81892763,-34.584489,-58.4425341,traffic_signals,4,POINT (-58.4425341 -34.584489)
81892765,-34.5908324,-58.43344,traffic_signals,4,POINT (-58.43344 -34.5908324)
81892767,-34.5937024,-58.4291724,traffic_signals,3,POINT (-58.4291724 -34.5937024)
81893152,-34.5731103,-58.4482978,,3,POINT (-58.4482978 -34.5731103)
81901456,-34.5947812,-58.4542211,,4,POINT (-58.4542211 -34.5947812)
81901745,-34.5941093,-58.4550915,,4,POINT (-58.4550915 -34.5941093)
81902340,-34.591787,-58.4540829,,3,POINT (-58.4540829 -34.591787)
81902712,-34.5939247,-58.453289,,4,POINT (-58.453289 -34.5939247)
81902714,-34.5932661,-58.4541733,,4,POINT (-58.4541733 -34.5932661)
81902716,-34.5926538,-58.4549952,traffic_signals,3,POINT (-58.4549952 -34.5926538)
81903001,-34.5935005,-58.4559014,,3,POINT (-58.4559014 -34.5935005)
81903377,-34.5943515,-58.4568183,,3,POINT (-58.4568183 -34.5943515)
81903378,-34.5949577,-58.4560376,,4,POINT (-58.4560376 -34.5949577)
82527692,-34.59372,-58.4514776,,4,POINT (-58.4514776 -34.59372)
82527693,-34.5930621,-58.4523555,traffic_signals,4,POINT (-58.4523555 -34.5930621)
82527918,-34.5911488,-58.4502323,,4,POINT (-58.4502323 -34.5911488)
82527923,-34.5910059,-58.453262,,3,POINT (-58.453262 -34.5910059)
82528104,-34.5932604,-58.449362,,4,POINT (-58.449362 -34.5932604)
82528275,-34.5983047,-58.4582099,,4,POINT (-58.4582099 -34.5983047)
82528276,-34.5986922,-58.4565979,,4,POINT (-58.4565979 -34.5986922)
82529565,-34.5987688,-58.4549654,,4,POINT (-58.4549654 -34.5987688)
82529566,-34.5995578,-58.4542504,,4,POINT (-58.4542504 -34.5995578)
82529567,-34.6002961,-58.4535606,,4,POINT (-58.4535606 -34.6002961)
82529568,-34.6008642,-58.4530343,,4,POINT (-58.4530343 -34.6008642)
82529569,-34.603536,-58.4505871,,4,POINT (-58.4505871 -34.603536)
82529570,-34.6068513,-58.4475817,,3,POINT (-58.4475817 -34.6068513)
82529571,-34.60735,-58.4473425,,3,POINT (-58.4473425 -34.60735)
82530013,-34.6041484,-58.4515746,,4,POINT (-58.4515746 -34.6041484)
82530014,-34.6015193,-58.4539853,traffic_signals,4,POINT (-58.4539853 -34.6015193)
82530131,-34.5997264,-58.4568896,traffic_signals,3,POINT (-58.4568896 -34.5997264)
82532069,-34.6007752,-58.4572081,,4,POINT (-58.4572081 -34.6007752)
82532070,-34.600414,-58.4588786,,4,POINT (-58.4588786 -34.600414)
82532190,-34.6017927,-58.4575329,,4,POINT (-58.4575329 -34.6017927)
82532191,-34.6018968,-58.4569997,,3,POINT (-58.4569997 -34.6018968)
82532384,-34.6002393,-58.4551798,,4,POINT (-58.4551798 -34.6002393)
82532385,-34.5988542,-58.4532786,,4,POINT (-58.4532786 -34.5988542)
82532870,-34.5963912,-58.4560558,,4,POINT (-58.4560558 -34.5963912)
82532874,-34.5983923,-58.4537211,traffic_signals,4,POINT (-58.4537211 -34.5983923)
82625391,-34.5995126,-58.4010687,,4,POINT (-58.4010687 -34.5995126)
82625394,-34.5984691,-58.4037393,traffic_signals,4,POINT (-58.4037393 -34.5984691)
82625610,-34.5924998,-58.4041701,traffic_signals,4,POINT (-58.4041701 -34.5924998)
82625780,-34.591994,-58.3999634,traffic_signals,4,POINT (-58.3999634 -34.591994)
82625781,-34.5915615,-58.4010364,traffic_signals,4,POINT (-58.4010364 -34.5915615)
82625783,-34.5879899,-58.4064531,,4,POINT (-58.4064531 -34.5879899)
82625784,-34.5865678,-58.4083268,,3,POINT (-58.4083268 -34.5865678)
82625953,-34.5892916,-58.4019036,,4,POINT (-58.4019036 -34.5892916)
82625954,-34.5903561,-58.4032721,traffic_signals,4,POINT (-58.4032721 -34.5903561)
82626269,-34.5941926,-58.4060961,traffic_signals,4,POINT (-58.4060961 -34.5941926)
82626271,-34.595378,-58.4066871,traffic_signals,4,POINT (-58.4066871 -34.595378)
82627185,-34.591877,-58.4494541,traffic_signals,3,POINT (-58.4494541 -34.591877)
82627309,-34.594541,-58.4524057,,4,POINT (-58.4524057 -34.594541)
82629623,-34.6245766,-58.4581546,traffic_signals,4,POINT (-58.4581546 -34.6245766)
82629624,-34.6266645,-58.4567116,traffic_signals,4,POINT (-58.4567116 -34.6266645)
82629625,-34.6292925,-58.4554707,traffic_signals,4,POINT (-58.4554707 -34.6292925)
82629627,-34.6354831,-58.4524262,traffic_signals,4,POINT (-58.4524262 -34.6354831)
82629628,-34.6361968,-58.4520771,traffic_signals,3,POINT (-58.4520771 -34.6361968)
