u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,Inverse SP,Cost of return,Edge Betweenness,width,bridge,junction,tunnel,access,ref,Groups
360930,480690113,0,"[84416296, 1303225414]",secondary,3,30,Rue de Tolbiac,False,False,154.0921311476369,"LINESTRING (2.3614982 48.8263456, 2.3618586 48.8263893, 2.3630368 48.8265526, 2.363321 48.826592, 2.3633827 48.8266007, 2.3635598 48.8266251)",154.0921311476369,1.7909925101659416,0.0045700909558266,,,,,,,C
360930,361704,0,84416296,secondary,3,30,Rue de Tolbiac,False,True,114.40988245853046,"LINESTRING (2.3614982 48.8263456, 2.3607406 48.8262432, 2.360655 48.8262331, 2.3602855 48.8261849, 2.3601236 48.8261698, 2.3599616 48.8261632)",114.40988245853048,1.5309738317857773,0.0037870049838025,,,,,,,C
360932,253316556,0,3599327,secondary,2,30,Rue de Tolbiac,False,False,99.25112859247702,"LINESTRING (2.3572608 48.8261825, 2.3573891 48.826182, 2.3574726 48.8261808, 2.3575585 48.8261798, 2.3586162 48.8261615)",99.251128592477,1.4173378559612857,0.0035569322546983,,,,,,,C
360932,100289178,0,"[157910468, 56138076]",secondary,3,30,Rue de Tolbiac,False,False,264.9930387754758,"LINESTRING (2.3572608 48.8261825, 2.3571435 48.8261807, 2.3570596 48.8261788, 2.3566572 48.8261564, 2.3560257 48.8261206, 2.3553091 48.8260801, 2.3552177 48.8260749, 2.3551352 48.8260703, 2.3543948 48.8260291, 2.3540677 48.8260119, 2.3537682 48.8259964, 2.353653 48.8259905)",264.9930387754758,1.9111695631218224,0.0032208653207011,,,,,,,C
360932,252659093,0,309765258,primary,5,30,Avenue d'Italie,False,False,44.24567746752173,"LINESTRING (2.3572608 48.8261825, 2.3572955 48.8260492, 2.357308 48.8260012, 2.3573879 48.8257938)",44.24567746752172,1.3883310689052784,0.0018202478940831,,,,,,,C
360932,21657548,0,"[298746802, 309765259]",primary,4,30,Avenue d'Italie,False,True,64.8099422173755,"LINESTRING (2.3572608 48.8261825, 2.3572326 48.8262912, 2.3572183 48.826346, 2.3571437 48.8265843, 2.3571405 48.8265943, 2.3571131 48.8266809, 2.3570898 48.8267543)",64.8099422173755,1.7715600606722752,0.0010082444839222,,,,,,,C
360935,246999158,0,11288141,tertiary,2,30,Rue Bobillot,False,True,183.1041006659192,"LINESTRING (2.3503781 48.8258123, 2.3502745 48.8257105, 2.3502121 48.8256489, 2.3500121 48.8254516, 2.349656 48.8251001, 2.3495765 48.8250217, 2.3489897 48.8244426)",183.1041006659192,1.8419739245492823,0.0003016674135548,,,,,,,C
360935,251514416,0,11288240,residential,,30,Rue Charles Fourier,True,False,72.58704775615861,"LINESTRING (2.3503781 48.8258123, 2.3505423 48.8257029, 2.3507841 48.8255325, 2.3510655 48.8253419)",794.1725362323344,13.578686518673296,0.0013510384352503,,,,,,,C
360935,246263427,0,85735933,tertiary,2,30,Rue Bobillot,False,False,114.79385105747428,"LINESTRING (2.3503781 48.8258123, 2.3504827 48.8259154, 2.350632 48.826063, 2.3512488 48.8266709)",114.79385105747428,1.8328097988222176,0.0006170727943213,,,,,,,C
360935,1829061660,0,"[662481808, 1356859002, 748705046, 748705047]",secondary,2,30,Rue de Tolbiac,False,False,148.96925134159022,"LINESTRING (2.3503781 48.8258123, 2.3502053 48.8257987, 2.3501282 48.8257958, 2.3498525 48.8257817, 2.3496626 48.8257715, 2.348593 48.8257141, 2.3485368 48.8257113, 2.3484219 48.8257047, 2.3483503 48.8257013)",148.96925134159025,1.8417624770494123,0.0034057054105444,10.2,,,,,,C
360935,246998815,0,"[748705048, 56138076]",secondary,3,30,Rue de Tolbiac,False,True,173.78706251833125,"LINESTRING (2.3503781 48.8258123, 2.3506241 48.8258244, 2.350706 48.825828, 2.3509991 48.8258442, 2.352744 48.8259409)",173.78706251833125,1.8517013679403416,0.0040069216640142,,,,,,,C
360937,360938,0,23952334,secondary,3,30,Rue de Tolbiac,False,False,102.99150064609212,"LINESTRING (2.3465869 48.825757, 2.3464545 48.8257768, 2.3463709 48.8257887, 2.3460171 48.8258402, 2.3456816 48.8258904, 2.3454515 48.8259272, 2.3453565 48.8259328, 2.3452101 48.8259416)",102.99150064609212,1.9782231053276147,0.0039460945754861,,,,,,,C
360937,921170521,0,172636184,residential,1,30,Rue Barrault,True,False,78.9448989825097,"LINESTRING (2.3465869 48.825757, 2.346602 48.8256609, 2.3466335 48.82521, 2.3466503 48.8250484)",127.17884020765074,4.883063574289115,0.0010228997716789,,,,,,,C
360937,49889917,0,662481807,secondary,2,30,Rue de Tolbiac,False,True,47.17984601200498,"LINESTRING (2.3465869 48.825757, 2.3467259 48.8257348, 2.3467898 48.8257246, 2.347046 48.8256804, 2.3471195 48.8256688, 2.3472127 48.8256558)",47.17984601200497,1.7243965079992092,0.0064343702360759,,,,,,,C
360938,246999320,0,11288473,residential,2,30,Rue Vergniaud,False,False,33.51645245375624,"LINESTRING (2.3452101 48.8259416, 2.3451846 48.825863, 2.3451676 48.8258162, 2.3451066 48.825648)",33.51645245375624,1.7060326791449187,0.000147295470389,,,,,,,C
360938,360937,0,23952334,secondary,3,30,Rue de Tolbiac,False,True,102.99150064609212,"LINESTRING (2.3452101 48.8259416, 2.3453565 48.8259328, 2.3454515 48.8259272, 2.3456816 48.8258904, 2.3460171 48.8258402, 2.3463709 48.8257887, 2.3464545 48.8257768, 2.3465869 48.825757)",102.99150064609212,1.978223105327616,0.0068088554281416,,,,,,,C
360938,49889201,0,"[513831328, 171930668]",residential,2,30,Rue Vergniaud,True,False,219.3948148098088,"LINESTRING (2.3452101 48.8259416, 2.3452353 48.8260402, 2.3453196 48.8264332, 2.3454027 48.8268206, 2.3455182 48.8273589, 2.3455717 48.8276099, 2.3456163 48.8278153, 2.3456317 48.827895)",318.6308738497566,3.2412490557451257,0.0023662938690531,,,,,,,C
360938,100292096,0,685720068,secondary,3,30,Rue de Tolbiac,False,False,87.31248104179002,"LINESTRING (2.3452101 48.8259416, 2.3451002 48.8259516, 2.3450384 48.8259602, 2.3442258 48.8260889, 2.3441533 48.8260992, 2.3440471 48.8261143)",87.31248104179002,1.5310660307628754,0.00342060094892,,,,,,,C
360946,36598216,0,221126365,residential,,30,Rue des Plantes,True,False,88.60327755000876,"LINESTRING (2.3226525 48.8292991, 2.3226023 48.8292325, 2.3222397 48.8287737, 2.3221316 48.8286671, 2.3220611 48.8286055)",339.9110741613291,4.628123872452857,0.0030130703762643,,,,,,,C
360946,36481290,0,"[824923521, 1160391201]",secondary,1,30,Rue d'AlÃÂÃÂ©sia,True,False,123.9195026559214,"LINESTRING (2.3226525 48.8292991, 2.322569 48.8293291, 2.3220386 48.8295185, 2.3217672 48.8296172, 2.3211682 48.829835)",1038.9691500027927,28.6285805156548,0.0019051437264382,10,,,,,,C
360977,125385881,0,5210719,residential,2,30,Rue Didot,True,False,99.2038216121029,"LINESTRING (2.319263 48.8305326, 2.3194202 48.8306837, 2.3194374 48.8307149, 2.3194456 48.8307312, 2.3197953 48.8312793, 2.3198354 48.8313378)",292.2819806698795,6.647360804561611,0.0068192298866877,,,,,,,C
360977,36480709,0,"[5210768, 1136744315]",residential,,30,Rue de Gergovie,True,False,173.07962573813882,"LINESTRING (2.319263 48.8305326, 2.3192607 48.8305794, 2.319258 48.8306332, 2.3192287 48.8306564, 2.3190528 48.8307957, 2.3187386 48.8310551, 2.3179751 48.8316854, 2.3178741 48.8317688)",450.30218377342686,8.033620419089734,0.002336328064579,7.2,,,,,,C
360977,36480662,0,"[1173732322, 1173732323, 1173732324, 1173732325]",secondary,1,30,Rue d'AlÃÂÃÂ©sia,True,False,141.66298178393887,"LINESTRING (2.319263 48.8305326, 2.3191282 48.830574, 2.3190651 48.8305933, 2.3189281 48.8306353, 2.318769 48.8306823, 2.3185482 48.8307496, 2.3181261 48.8308727, 2.3179729 48.8309146, 2.3174929 48.8310473)",1089.6025940464076,21.60448167203729,0.0023344060596273,10,,,,,,C
360978,36476892,0,"[1146559482, 5210428]",tertiary,,30,Rue Raymond Losserand,True,False,144.41738588679476,"LINESTRING (2.3141451 48.8318162, 2.3142482 48.831872, 2.3150024 48.8322742, 2.3150933 48.8323228, 2.3155816 48.8325873, 2.3156725 48.8326383)",492.3107152557731,6.134208341722017,0.0082318380032884,,,,,,,C
360978,36476946,0,1173732329,secondary,1,30,Rue d'AlÃÂÃÂ©sia,True,False,46.5258835239468,"LINESTRING (2.3141451 48.8318162, 2.3140387 48.831843, 2.3139691 48.8318619, 2.3138137 48.8318998, 2.3136139 48.831948, 2.3135538 48.8319688)",852.6829471767533,13.97998720984038,0.0025932651810762,10,,,,,,C
360980,5700619789,0,4039145,secondary,2,30,Rue de VouillÃÂÃÂ©,False,False,17.646606236587512,"LINESTRING (2.3092306 48.8335638, 2.3091717 48.8335812, 2.3090578 48.8336142, 2.3090096 48.8336272)",17.646606236587512,1.6185096947780206,0.0053192797496116,,,,,,,C
360980,1762423633,0,5210455,secondary,3,30,Rue de VouillÃÂÃÂ©,False,True,46.15765161332723,"LINESTRING (2.3092306 48.8335638, 2.3093042 48.8335431, 2.3098061 48.8333941)",46.15765161332723,1.7154014264802018,0.0024467996673708,,,,,,,C
360980,322690568,0,36451817,residential,1,30,Rue Castagnary,True,False,20.522567789526924,"LINESTRING (2.3092306 48.8335638, 2.3092818 48.8336536, 2.3092935 48.8336742, 2.3093291 48.8337366)",936.162209388102,8.133340303572483,0.0089750860544955,,,,,,,C
360982,112014705,0,83210409,secondary,2,30,Rue de Vaugirard,True,False,27.08190962291084,"LINESTRING (2.2964732 48.8372138, 2.2967148 48.8373365, 2.2967653 48.8373633)",342.61415097045057,8.049053289861558,0.0067725120617823,,,,,,,C
360982,110517369,0,662409825,secondary,2,30,Rue de la Convention,False,False,166.1617941188604,"LINESTRING (2.2964732 48.8372138, 2.2963883 48.8372509, 2.2962772 48.837294, 2.2962459 48.8373094, 2.2962304 48.8373173, 2.296218 48.8373236, 2.2961293 48.8373687, 2.2957923 48.8375198, 2.2948479 48.8379478, 2.2948141 48.8379631, 2.29478 48.8379785, 2.2946011 48.8380585)",166.1617941188604,1.9152066532281515,0.0006791666588403,,,,,,,C
360982,112014706,0,662409825,secondary,2,30,Rue de la Convention,False,True,56.4375509988386,"LINESTRING (2.2964732 48.8372138, 2.2965916 48.8371812, 2.2966255 48.8371714, 2.2967413 48.8371391, 2.2971741 48.8370025)",56.4375509988386,1.3745332629368312,0.0057209132616201,,,,,,,C
360983,116118819,0,59725223,secondary,,30,Rue de la Convention,False,False,142.11886583225188,"LINESTRING (2.2919595 48.8392633, 2.2917501 48.8393541, 2.2917177 48.8393689, 2.2916828 48.8393847, 2.2915071 48.8394647, 2.2904845 48.8399339, 2.2903618 48.8399897)",142.11886583225188,1.8181884947879468,0.0009161629739636,,,,,,,C
360983,116125151,0,59725235,secondary,,30,Rue de la Convention,False,True,31.64157956658832,"LINESTRING (2.2919595 48.8392633, 2.2920134 48.8392394, 2.2921004 48.8392008, 2.2921248 48.8391897, 2.2921543 48.8391763, 2.2922854 48.8391168, 2.2923164 48.8391027)",31.641579566588312,1.6687539394417288,0.0008368584287408,,,,,,,C
360983,142361613,0,571701532,secondary,2,30,Rue Lecourbe,True,False,39.981268364128816,"LINESTRING (2.2919595 48.8392633, 2.2918024 48.8392252, 2.2914493 48.8391348)",300.61958864186573,6.0610914113149175,0.0019269191689023,,,,,,,C
361031,26588378,0,4039212,primary,2,30,Boulevard Morland,True,False,101.61403810870983,"LINESTRING (2.3655296 48.8474723, 2.3653966 48.8475483, 2.3653582 48.8475691, 2.3652148 48.8476649, 2.3651058 48.8477756, 2.3649623 48.8481371, 2.3649113 48.8482577)",446.47409851279576,6.431857667276254,0.0063641952143736,,,,,,,C
361031,247352879,0,"[22956648, 22956670, 22956671]",primary,"['4', '3']",30,Pont Morland,False,False,126.1634123463582,"LINESTRING (2.3655296 48.8474723, 2.3658142 48.8472526, 2.3661776 48.8469741, 2.3664356 48.8467715, 2.3666168 48.8465932)",126.1634123463582,1.73016856654191,0.0166230058488794,,yes,,,,,C
361031,4603914571,0,1330498754,secondary,2,50,Voie Mazas,True,False,24.35105547808198,"LINESTRING (2.3655296 48.8474723, 2.365441 48.8474296, 2.3653495 48.8473945, 2.3652706 48.8473376)",918.9092881225934,14.477660580291785,0.0050979870885822,,,,,,,C
361036,26588388,0,"[45180810, 1164286366]",secondary,2,30,Boulevard de la Bastille,True,False,146.33874715340056,"LINESTRING (2.3679988 48.8487894, 2.3681012 48.8490125, 2.3682517 48.8493437, 2.3685676 48.8500511)",435.5990439310774,5.857374864190708,0.0145992001576393,,,,,,,C
361041,25034117,0,2114249,secondary,2,30,Rue Monge,True,False,30.67808387213821,"LINESTRING (2.3507305 48.8386035, 2.3507396 48.8386558, 2.3507797 48.8387449, 2.3508248 48.8388718)",88.51466660719689,10.02343041499726,0.0153935779087546,,,,,,,C
361041,2458010977,0,675813418,tertiary_link,,30,,True,False,18.96032211363631,"LINESTRING (2.3507305 48.8386035, 2.3505983 48.8386344, 2.3504874 48.8386624)",54.12187185374696,6.797661779761077,0.0021621026839008,,,,,,,C
361042,21659628,0,4081713,residential,,30,Rue du Petit Moine,True,False,66.65798028542225,"LINESTRING (2.3510175 48.8380175, 2.3512308 48.8380693, 2.351802 48.8382103, 2.3518716 48.8382256)",360.5259530565152,7.137512598110305,0.0009893083669549,,,,,,,C
361042,1165949167,0,237932369,secondary,2,30,Avenue des Gobelins,True,False,54.59323041183648,"LINESTRING (2.3510175 48.8380175, 2.3508404 48.8383653, 2.3508166 48.8384091, 2.3507814 48.8384832)",114.80316456566324,8.729148635074301,0.0118411448929205,,,,,,,C
361042,1142990090,0,"[934245761, 25485138, 553237950]",secondary,4,30,Avenue des Gobelins,False,False,149.81590895322827,"LINESTRING (2.3510175 48.8380175, 2.3510571 48.837961, 2.3511214 48.8378594, 2.3512193 48.8377068, 2.3512624 48.8376436, 2.3515019 48.8372922, 2.3515191 48.8372669, 2.3517443 48.8369633, 2.3518495 48.836787)",149.81590895322827,2.1730355787469784,0.0086023918215893,,,,,,,C
361043,1981095121,0,53799097,secondary,4,30,Avenue des Gobelins,False,True,44.58491202370576,"LINESTRING (2.3543465 48.8332121, 2.3546065 48.8328495)",44.58491202370576,1.4371837557843583,0.0074526615640638,,,,,,,C
361043,361753,0,48670610,residential,,30,Rue Coypel,True,False,87.5418403902841,"LINESTRING (2.3543465 48.8332121, 2.3545088 48.8332115, 2.3554396 48.8332084, 2.3555425 48.833208)",151.86883591806725,4.415874959751335,0.0016977856013086,,,,,,,C
361043,21648029,0,53799097,secondary,4,30,Avenue des Gobelins,False,False,23.00945458742056,"LINESTRING (2.3543465 48.8332121, 2.354297 48.8332815, 2.3542155 48.8334002)",23.00945458742056,1.6858676712692424,0.0093924450615633,,,,,,,C
361044,21647889,0,43904125,primary,3,30,Boulevard de l'HÃÂÃÂ´pital,False,False,10.108701104307864,"LINESTRING (2.3567612 48.8331727, 2.356823 48.833254)",10.108701104307864,1.5951134918548977,0.0044571294829837,,,,,,,C
361044,361753,0,3630707,residential,,30,Rue Coypel,True,False,89.31782466129155,"LINESTRING (2.3567612 48.8331727, 2.3566653 48.8331792, 2.3565619 48.8331861, 2.3555425 48.833208)",155.89594067591904,4.867951251501734,0.0002501227353048,,,,,,,C
361044,361747,0,43904125,primary,3,30,Boulevard de l'HÃÂÃÂ´pital,False,True,45.244331072733786,"LINESTRING (2.3567612 48.8331727, 2.3565845 48.8329295, 2.3565498 48.8328817, 2.3564892 48.8328074)",45.24433107273378,1.7383767129084948,0.0061061005267123,,,,,,,C
361044,361748,0,48670609,residential,,30,Rue ÃÂÃÂdouard Manet,True,False,166.49344553772613,"LINESTRING (2.3567612 48.8331727, 2.3568485 48.8331448, 2.3569526 48.8331115, 2.3587229 48.8325382, 2.3588028 48.8325125)",514.0552138703088,6.246513994844387,0.000138624607141,,,,,,,C
361045,21648537,0,"[25485120, 570738515, 570738517, 1293375326]",primary,"['2', '3']",30,Boulevard de l'HÃÂÃÂ´pital,False,False,285.94917811295903,"LINESTRING (2.3592953 48.8365766, 2.3594234 48.8367493, 2.3594286 48.8367564, 2.3594652 48.8368042, 2.3600116 48.8375188, 2.3603922 48.8380321, 2.3605612 48.8382708, 2.3607217 48.8384976, 2.3607599 48.8385515, 2.3607912 48.8385924, 2.3608013 48.8386056, 2.360867 48.8386914, 2.3608958 48.838729, 2.3610159 48.8388852)",285.9491781129591,1.830793775657742,0.0015561032590171,,,,,,,C
361045,21648012,0,43904125,primary,3,30,Boulevard de l'HÃÂÃÂ´pital,False,True,90.6037327913645,"LINESTRING (2.3592953 48.8365766, 2.3591426 48.8363716, 2.3591017 48.8363166, 2.3589922 48.8361694, 2.3588916 48.8360344, 2.3587719 48.8358735, 2.3587506 48.8358449)",90.60373279136452,1.885547717749424,0.0078676617468727,,,,,,,C
361045,15859484,0,962516146,residential,,30,Rue Esquirol,True,False,91.76236132419056,"LINESTRING (2.3592953 48.8365766, 2.3593472 48.8364675, 2.3594246 48.8364373, 2.3594676 48.8364, 2.3598406 48.8358472)",141.93497691049953,4.636506835711928,0.0158330618137323,,,,,,,C
361045,21648333,0,"[931976695, 977551262, 1293375327]",residential,2,30,Rue Jeanne d'Arc,False,False,135.94399010043398,"LINESTRING (2.3592953 48.8365766, 2.3591989 48.8366514, 2.3591531 48.8366858, 2.3589079 48.8368741, 2.358142 48.8374623, 2.3580866 48.8375049)",135.94399010043398,1.844705747901224,0.0164755138098021,,,,,,,C
361047,549792392,0,313695844,secondary,2,30,Rue Monge,False,False,56.97928787330049,"LINESTRING (2.3519793 48.84166, 2.3519864 48.841717, 2.3519928 48.8417627, 2.3520414 48.8420918, 2.3520533 48.8421701)",56.97928787330049,1.6537353476360697,0.0160276211331608,,,,,,,C
361047,17809588,0,"[313695844, 905466141]",secondary,2,30,Rue Monge,False,True,92.19832713945928,"LINESTRING (2.3519793 48.84166, 2.3519674 48.8415773, 2.3519598 48.841527, 2.351882 48.841014, 2.3518751 48.8409692, 2.3518601 48.8408346)",92.19832713945924,1.7280339362352033,0.0076188931514202,,,,,,,C
361048,933275665,0,905466142,secondary,2,30,Rue Monge,False,False,18.56379685234471,"LINESTRING (2.3512679 48.8396902, 2.3513606 48.8398456)",18.56379685234471,1.488207675694237,0.0159710967148086,,,,,,,C
361048,25033996,0,905466142,secondary,2,30,Rue Monge,False,True,63.86807610264451,"LINESTRING (2.3512679 48.8396902, 2.3512188 48.839593, 2.3511956 48.8395495, 2.3509804 48.8391479)",63.86807610264451,1.5013692866649704,0.0047211430722576,,,,,,,C
361050,361059,0,751317794,secondary,2,30,Rue Monge,False,False,65.27921035767814,"LINESTRING (2.3516349 48.8466037, 2.3515537 48.8467132, 2.3515226 48.8467552, 2.3513604 48.846974, 2.3512394 48.8471299)",65.27921035767814,1.867391463909709,0.0125334598129076,,,,,,,C
361050,7049374628,0,754579329,tertiary,2,30,Rue du Cardinal Lemoine,False,False,103.04215256875705,"LINESTRING (2.3516349 48.8466037, 2.3517576 48.8466896, 2.351806 48.8467234, 2.3518802 48.8467753, 2.3525997 48.8472787)",103.04215256875706,1.7777978338689429,0.0103056813461687,,,,,,,C
361050,25034326,0,"[506445446, 1076642614]",secondary,2,30,Rue Monge,False,True,243.2511733352509,"LINESTRING (2.3516349 48.8466037, 2.3517202 48.8463956, 2.351744 48.8463323, 2.3517646 48.846278, 2.3517812 48.8462295, 2.3518763 48.8459717, 2.3521871 48.8451169, 2.3523711 48.844585, 2.3524085 48.8444763)",243.251173335251,1.7180647214112788,0.0087821211255383,,,,,,,C
361050,25033096,0,1076642615,tertiary,2,30,Rue du Cardinal Lemoine,False,True,44.40688017448882,"LINESTRING (2.3516349 48.8466037, 2.3515336 48.8465132, 2.3512212 48.846313)",44.40688017448882,1.6806519499691437,0.0015180562973596,,,,,,,C
361058,480690113,0,166755011,secondary,3,30,Rue de Tolbiac,False,True,12.229783389886226,"LINESTRING (2.363724 48.8266453, 2.3636147 48.826631, 2.3635598 48.8266251)",12.229783389886226,1.726645609327124,0.0039530400024706,,,,,,,C
361058,15035563,0,"[209282568, 1188626933]",secondary,2,30,Rue de Tolbiac,False,False,97.98904804345749,"LINESTRING (2.363724 48.8266453, 2.3639601 48.826674, 2.3640297 48.8266829, 2.3642249 48.8267099, 2.3643488 48.8267265, 2.3645923 48.8267588, 2.3650356 48.8268211)",97.98904804345746,1.7042731452329978,0.0047664412344146,,,,,,,C
361059,25034403,0,2114252,residential,,30,Rue d'Arras,True,False,82.86904754843829,"LINESTRING (2.3512394 48.8471299, 2.3513225 48.84719, 2.3519132 48.8476141, 2.3520067 48.847678)",236.8624978558242,3.1146221313586606,8.812829522834751e-05,,,,,,,C
361059,361050,0,751317794,secondary,2,30,Rue Monge,False,True,65.27921035767814,"LINESTRING (2.3512394 48.8471299, 2.3513604 48.846974, 2.3515226 48.8467552, 2.3515537 48.8467132, 2.3516349 48.8466037)",65.27921035767814,1.8673914639097104,0.0084115673072374,,,,,,,C
361059,361060,0,1076642611,secondary,2,30,Rue Monge,False,False,118.30734802526416,"LINESTRING (2.3512394 48.8471299, 2.3507134 48.8478103, 2.3506787 48.8478545, 2.3505051 48.8480778)",118.30734802526416,1.6081436265091014,0.0126111918086245,,,,,,,C
361059,1134402753,0,"[98035808, 1076642612, 1076642613]",residential,,30,Rue Jacques-Henri Lartigue,False,True,38.19449793653165,"LINESTRING (2.3512394 48.8471299, 2.351044 48.8469928, 2.3509963 48.8469593, 2.3508928 48.846887, 2.3508821 48.8468795)",38.19449793653165,1.602977264423834,0.000147775971627,,,,,,,C
361060,25032939,0,34322419,tertiary,3,30,Rue des ÃÂÃÂcoles,False,True,87.63639097113662,"LINESTRING (2.3505051 48.8480778, 2.3501248 48.8481806, 2.3495312 48.848341, 2.3494811 48.8483533, 2.3493965 48.848376)",87.63639097113662,1.7903102790637977,0.0035784892875088,,,,,,,C
361060,25101533,0,66098063,secondary,2,30,Rue Monge,False,False,59.63361676132628,"LINESTRING (2.3505051 48.8480778, 2.3503018 48.8483258, 2.3502709 48.8483647, 2.3501263 48.8485526)",59.63361676132628,1.9213774771165697,0.0206476842177315,,,,,,,C
361060,25034403,0,1076642609,tertiary,3,30,Rue des ÃÂÃÂcoles,False,False,118.55514983056004,"LINESTRING (2.3505051 48.8480778, 2.350837 48.8479969, 2.3508916 48.8479827, 2.3515788 48.8478014, 2.3520067 48.847678)",118.55514983056004,1.5064785048495597,0.0075749272881501,,,,,,,C
361060,361059,0,1076642611,secondary,2,30,Rue Monge,False,True,118.30734802526416,"LINESTRING (2.3505051 48.8480778, 2.3506787 48.8478545, 2.3507134 48.8478103, 2.3512394 48.8471299)",118.30734802526416,1.6081436265090991,0.0085774275981826,,,,,,,C
361062,367510,0,"[678644176, 34679625]",primary,3,30,Quai de Montebello,True,False,132.529610582165,"LINESTRING (2.3482382 48.8523487, 2.3476317 48.8526411, 2.3471108 48.8529041, 2.3470179 48.8529513, 2.3469301 48.852996, 2.3468937 48.8530206, 2.3468007 48.8530729)",535.1797986387546,11.562758702193472,0.034458054229457,,,,,,,C
361068,25554712,0,4039350,primary,5,30,Quai de l'HÃÂÃÂ´tel de Ville,False,False,35.80600109427923,"LINESTRING (2.3507047 48.8560699, 2.3509475 48.8559826, 2.351002 48.855963, 2.3511341 48.8559154)",35.80600109427923,1.4202020365328214,0.0212590783610592,,,,,,,C
361068,25554696,0,"[517156353, 4476805, 677653612, 14155058, 553339897]",secondary,"['2', '4', '3']",30,"['Avenue Victoria', ""Place de l'HÃÂÃÂ´tel de Ville""]",True,False,207.4362321737711,"LINESTRING (2.3507047 48.8560699, 2.3508961 48.8564423, 2.3510179 48.8566685, 2.351034 48.8566997, 2.3510773 48.8567745, 2.3510792 48.8567943, 2.3510544 48.8568086, 2.3509449 48.8568394, 2.3506596 48.8569212, 2.3503889 48.8569964, 2.3500703 48.8570903, 2.3499284 48.857131, 2.349885 48.8571433, 2.3497829 48.8571727, 2.3495508 48.8572365)",242.78502713941924,4.769238568952312,0.0138347008471367,,,,,,,C
361068,25554711,0,"[138032009, 4261422]",residential,,30,Pont d'Arcole,True,False,28.992983066841248,"LINESTRING (2.3507047 48.8560699, 2.3507746 48.8559121, 2.3507931 48.8558739, 2.3508126 48.8558191)",61.65499427853288,2.645373113275715,0.0029216659362319,,yes,,,,,C
361070,25554716,0,"[681709632, 55181001, 4261465, 1355349305]",secondary,"['2', '3']",30,"['Rue de la Coutellerie', 'Rue de Rivoli']",True,False,112.52270325622102,"LINESTRING (2.351447 48.857491, 2.3512761 48.8575375, 2.3511806 48.8575191, 2.3509018 48.857469, 2.3502062 48.8573501, 2.3499691 48.8573072)",839.3123789320268,18.162278356158183,0.0556801339951961,,,,,,,C
361074,26400916,0,18517723,tertiary,1,30,Rue Rambuteau,True,False,137.69314435601993,"LINESTRING (2.3534869 48.8612278, 2.3535316 48.8612103, 2.3535954 48.8611855, 2.3540152 48.8610452, 2.3542678 48.8609607, 2.3544666 48.8608942, 2.3545623 48.8608619, 2.355051 48.8606944, 2.3551551 48.8606548)",814.1380522333689,12.783324127549148,0.0038124278674817,,,,,,,C
361074,26401478,0,1105156310,secondary,2,30,Rue Beaubourg,True,False,41.85360732161022,"LINESTRING (2.3534869 48.8612278, 2.3534533 48.8611658, 2.353436 48.8611338, 2.3532738 48.8608786)",1778.7551217940404,23.87741936911745,0.0531696679138003,,,,,,,C
361075,268408320,0,1105156311,secondary,2,30,Rue Beaubourg,True,False,8.744658329110031,"LINESTRING (2.3542782 48.8627221, 2.3542369 48.8626483)",943.086538260279,12.937310973318386,0.0547006322216878,,,,,,,C
361084,510438311,0,"[51111533, 168094366]",primary,2,30,Boulevard de Magenta,True,False,90.92085852208272,"LINESTRING (2.3630587 48.8685611, 2.3629525 48.8686645, 2.3629237 48.8686977, 2.3628975 48.8687279, 2.3625794 48.8690746, 2.3625502 48.8691061, 2.3623739 48.8692412)",109.247306663711,4.108917343051473,0.0196891279300037,,,,,,,C
361084,718667060,0,757328921,residential,,30,Rue LÃÂÃÂ©on Jouhaux,True,False,24.57721848900283,"LINESTRING (2.3630587 48.8685611, 2.363158 48.8686088, 2.363329 48.8686924)",787.3050983775681,14.84355256968747,0.0081113413973963,14,,,,,,C
361091,1812196178,0,192067421,primary,4,30,Boulevard de Magenta,False,False,10.221322523499309,"LINESTRING (2.3573832 48.8748138, 2.357312 48.8748929)",10.221322523499309,1.6023996021238052,0.0281868796865524,,,,,,,C
361091,408490216,0,4040039,secondary,3,30,Boulevard de Strasbourg,True,False,21.85405399786992,"LINESTRING (2.3573832 48.8748138, 2.3574461 48.8749085, 2.3574627 48.8749375, 2.3574969 48.8749955)",233.1020039794053,8.610141055850473,0.0183843049774555,,,,,,,C
361091,123256923,0,178824613,primary,4,30,Boulevard de Magenta,False,True,135.0901682809106,"LINESTRING (2.3573832 48.8748138, 2.3574763 48.8747088, 2.3574942 48.8746885, 2.3575097 48.874671, 2.3575453 48.8746309, 2.3581364 48.873964, 2.3581518 48.8739465, 2.3583134 48.8737642)",135.0901682809106,1.858031189070368,0.0281699529383983,,,,,,,C
361094,431175331,0,4039469,primary,3,30,Boulevard Saint-Denis,False,False,12.857504972575414,"LINESTRING (2.3557506 48.8689741, 2.3555838 48.8690106)",12.857504972575414,1.617254050144142,0.0379036630837145,,,,,,,C
